path,label,synset,class_name,image_sha256
imagenette2-160/val/n01440764/n01440764_25090.JPEG,0,n01440764,tench,f210d4aca891eba12c8eceb240ec1575d734386a6d89f5d673f83ab6e415da33
imagenette2-160/val/n01440764/n01440764_2690.JPEG,0,n01440764,tench,d9f0f5f68dc6f183448bcce8681adf18bba061b1d21835e82e90bd26f0f70c8a
imagenette2-160/val/n01440764/n01440764_2751.JPEG,0,n01440764,tench,d23cb28872708450380765321eb15bc44eeccc281e5ea8d61ed884e098b7a5c6
imagenette2-160/val/n01440764/n01440764_2920.JPEG,0,n01440764,tench,55970d1f5fb418df7691919c13aa480174034247db12d29dce442066b1204126
imagenette2-160/val/n01440764/n01440764_3011.JPEG,0,n01440764,tench,00769961227d9ebf188f188cf8151e990450ec71c5d5dfc07005d9582e0a7991
imagenette2-160/val/n01440764/n01440764_31170.JPEG,0,n01440764,tench,19dfe3ef24fce99f27f1e26eb27e62eb3f1d32737651403718fd91ba34dc6f55
imagenette2-160/val/n01440764/n01440764_3172.JPEG,0,n01440764,tench,a551bd6a079ea5b4b491a84c78171871fd5c2f9a52bc5f2dde38bfb148bcca73
imagenette2-160/val/n01440764/n01440764_3712.JPEG,0,n01440764,tench,0b4bb72dc535e427bfe26a73d9404afe3dd4309fa015eee544777b6d26e40314
imagenette2-160/val/n01440764/n01440764_3761.JPEG,0,n01440764,tench,20f1d7e504818b5f5b54791610c224bbbfdd2c0f8708b1d39f3c72749b004ea5
imagenette2-160/val/n01440764/n01440764_3782.JPEG,0,n01440764,tench,8bb12b2788c0eb0d76042bb877d32d08400b12b2c5a149e461215102aa2a8a3d
imagenette2-160/val/n01440764/n01440764_4540.JPEG,0,n01440764,tench,df3f108446978c71b5d6a33ea2fe58f9d464c29a627d88e1a5eecbb5f1541e84
imagenette2-160/val/n01440764/n01440764_4562.JPEG,0,n01440764,tench,0003a357ada71b39b9b6c7e6aa706d6e25c14607a0b25e528e0f97ae633bf0f9
imagenette2-160/val/n01440764/n01440764_4852.JPEG,0,n01440764,tench,bb706e8368378d4aa34e566e8c936f9a3e5d0f789c6e21a88cce124e36fbf907
imagenette2-160/val/n01440764/n01440764_490.JPEG,0,n01440764,tench,1ac95919cf4f98ea615d51c73b73925b5a77f092beebe122e94b279a68627494
imagenette2-160/val/n01440764/n01440764_4962.JPEG,0,n01440764,tench,0c37677f7b4118d45ed0d5b5afe490b0675871ddc05bd1c27787cca31cbdb072
imagenette2-160/val/n01440764/n01440764_4980.JPEG,0,n01440764,tench,20e678c88dd4544a61f93d67f68100974217ad6ebf5bba82eb0c06a3b7c3db72
imagenette2-160/val/n01440764/n01440764_5432.JPEG,0,n01440764,tench,de09eed4afb1909f7e068114849dd38f4c56bc2ed1d03a557b8b8fdac69d0c6c
imagenette2-160/val/n01440764/n01440764_5642.JPEG,0,n01440764,tench,3a32136f59b6e1bfef6c16991a09dca4d6f30fbe9cc1ee1fd3857278dbb937c4
imagenette2-160/val/n01440764/n01440764_5781.JPEG,0,n01440764,tench,3540744fb9274b83a0a09a0c9f59f1b99f916939e008e2a2e7e3acf1d5786b8f
imagenette2-160/val/n01440764/n01440764_5802.JPEG,0,n01440764,tench,d5df6f40e3c1828d20ca9ba1b2c476d4580e95881de9b35b30a6ed1d818c5b5b
imagenette2-160/val/n01440764/n01440764_5861.JPEG,0,n01440764,tench,6f0e7b711669d485706a4aba8bcd6dffec818b2ae71329b759c53022745eef02
imagenette2-160/val/n01440764/n01440764_6021.JPEG,0,n01440764,tench,404dd58c8ed45b91f592053f5416b1270be45331c48bcc3eb574542e9d38c593
imagenette2-160/val/n01440764/n01440764_6301.JPEG,0,n01440764,tench,a49a94aee754ef30462b1b73b82951543b90847b62877658ac2856e8d03b578d
imagenette2-160/val/n01440764/n01440764_6361.JPEG,0,n01440764,tench,2788c33b2b76145f3d690b7d089e89c7f7eb71e44c6351b33d0e3719efbf341d
imagenette2-160/val/n01440764/n01440764_6391.JPEG,0,n01440764,tench,678b2dd8df4c8d5469364b37e610d2f34c959e3a9b80290d658e6c416b44e04a
imagenette2-160/val/n01440764/n01440764_6410.JPEG,0,n01440764,tench,c29f6e71a5825d19659d9e2c83f09350d33359d1e26b3473363fe2afb5d831a3
imagenette2-160/val/n01440764/n01440764_6432.JPEG,0,n01440764,tench,8eba83fc0c858ada0420eee547201c1fade404272fbb52c1fde629ec67b530b8
imagenette2-160/val/n01440764/n01440764_650.JPEG,0,n01440764,tench,6604f62663373007b38a267df0c49e58fe23cecadfe637b66a28e6febc5e5e0a
imagenette2-160/val/n01440764/n01440764_6500.JPEG,0,n01440764,tench,6ec8421dfac6b837fd90b62fcafd9b77245fe90b8ab56801a1a93605d261508f
imagenette2-160/val/n01440764/n01440764_6852.JPEG,0,n01440764,tench,779f0fae89a18a9498e3def6214b9156a0d97d19a5898f81fd6e44e9cad69cd4
imagenette2-160/val/n01440764/n01440764_6962.JPEG,0,n01440764,tench,7ae6a3aa63545619a867bbe848f25b38e493f06427d15ad25741c86fbc32e955
imagenette2-160/val/n01440764/n01440764_7040.JPEG,0,n01440764,tench,b624647d395ac55f3ea859f7e98b30f2ad60194be0a369d2f651f0bac6d30c19
imagenette2-160/val/n01440764/n01440764_7142.JPEG,0,n01440764,tench,d59b9f3049b428a4648aa615d01a38740c926a07456252a1d1b89e12be9e7bd3
imagenette2-160/val/n01440764/n01440764_7160.JPEG,0,n01440764,tench,ac5baa807a48fabab2b040caf1f135cf4b4f741710e25da5f8157cf456eff8c1
imagenette2-160/val/n01440764/n01440764_7210.JPEG,0,n01440764,tench,df8d1cc0914eeb20e57f6a4a9785c185adfae648f60200a6ca29be0166a96d1c
imagenette2-160/val/n01440764/n01440764_7302.JPEG,0,n01440764,tench,7e7bcff03fe3c9d8b2b6c465a5dc212f498ee0e17893b1aff08ff2901318c6fa
imagenette2-160/val/n01440764/n01440764_7591.JPEG,0,n01440764,tench,baff26f00cd48ae697c08ada23a493f333ce647725267c4bb60f30ce1ee08986
imagenette2-160/val/n01440764/n01440764_7671.JPEG,0,n01440764,tench,04f4cf3cb436aa5c4f1f7d7ddc1f92d8adb7557fefff0a37a3e543a17d668a3e
imagenette2-160/val/n01440764/n01440764_7772.JPEG,0,n01440764,tench,6d01b0700e4e9a16f92b0ca33c00900d29bbaf885209cd844ebf28e839f496bb
imagenette2-160/val/n01440764/n01440764_7792.JPEG,0,n01440764,tench,79d7f4d4d870d51a755cac534c2bdaa42d0f5cf932b13cfdd39e0802f9042ec2
imagenette2-160/val/n01440764/n01440764_7922.JPEG,0,n01440764,tench,ed1f18b89b0b8a7a29b4edeb599020ab53519ffd0d6a1db21cfcef9ae88d3c93
imagenette2-160/val/n01440764/n01440764_8150.JPEG,0,n01440764,tench,a9e85495fb3ceeb97d0cffcffa09e05808371edd3e4ef5f4766133530d2fd082
imagenette2-160/val/n01440764/n01440764_8191.JPEG,0,n01440764,tench,9bb0caa680d651b9da7fc8196bc9bf338701c3eb4c3d6aa5e593495d00c90078
imagenette2-160/val/n01440764/n01440764_8250.JPEG,0,n01440764,tench,2c815e77853e64f085dad50c3c430efc12210cbee9c7bcdd9760c5898ab9d335
imagenette2-160/val/n01440764/n01440764_8311.JPEG,0,n01440764,tench,dbaa656a8e9c78f4422ff2dfbcb0d04e4aec8a571743d21774d1b3ecd072e321
imagenette2-160/val/n01440764/n01440764_8521.JPEG,0,n01440764,tench,27435924e45c84270a4cc0fef2885c1c1aea134ba4a7dc444c3fbf46f04a9c97
imagenette2-160/val/n01440764/n01440764_8580.JPEG,0,n01440764,tench,60077887147a890512916b715997e4ef7bde69c6b69a02f1e0741da65e0e914f
imagenette2-160/val/n01440764/n01440764_8710.JPEG,0,n01440764,tench,84a9122536a5333862827ba28914b9492875596f5fdb26c02c13726e47fe73da
imagenette2-160/val/n01440764/n01440764_8852.JPEG,0,n01440764,tench,02a3fa8ce886a1376a0a996d0303113422b7b547959ac9678659ee3bcb6dc8a5
imagenette2-160/val/n01440764/n01440764_9020.JPEG,0,n01440764,tench,c08966759071b5591419fdedd83f2043fe207de0d196e7c908be7fc93c0b8782
imagenette2-160/val/n01440764/n01440764_9390.JPEG,0,n01440764,tench,873d97522ff773ad5e4f201275f63dd1f80e3bac39b8a1202780f0d75fc27243
imagenette2-160/val/n01440764/n01440764_9940.JPEG,0,n01440764,tench,d076678145234a5f7ace03ed90859b04d83dba130e917afb19deca5ba03be389
imagenette2-160/val/n02102040/ILSVRC2012_val_00026521.JPEG,217,n02102040,English springer,36c41b6caed8e2cb2baaf5af3c137a89ba9f5b1eb0402b8707a108334916eb79
imagenette2-160/val/n02102040/ILSVRC2012_val_00027182.JPEG,217,n02102040,English springer,4bce76d46f9c9f0024e8b50dea101ba00ebd3d4300bfff20f08f9b1ffbd7831f
imagenette2-160/val/n02102040/ILSVRC2012_val_00036282.JPEG,217,n02102040,English springer,705549e3671a99e0fa8d551463a3d54f001e03fb22d632a07c88be1974206f48
imagenette2-160/val/n02102040/ILSVRC2012_val_00040140.JPEG,217,n02102040,English springer,58b013c6c409e8d25273a79363d49c3adae14ae2bce13404db10663b91d5ccb6
imagenette2-160/val/n02102040/n02102040_1011.JPEG,217,n02102040,English springer,0ac0c801e33583b3519007fca984e50fa6602b947f7e07b3ae3d32ebd4f94968
imagenette2-160/val/n02102040/n02102040_1081.JPEG,217,n02102040,English springer,750787083f4d964bd700ef21ee3e002a719d82e629630b0a1cc8f426c1a7d8d7
imagenette2-160/val/n02102040/n02102040_1092.JPEG,217,n02102040,English springer,8935776de098e9de351b58def5c52a5e53f5df9f3307c3d05241a7ccaf8c4493
imagenette2-160/val/n02102040/n02102040_1102.JPEG,217,n02102040,English springer,c6db4132344e52b5084718cbb334a354f7472650207b5b5fad66e0323c081f29
imagenette2-160/val/n02102040/n02102040_1121.JPEG,217,n02102040,English springer,f4b1caf575259455dc208731281a4b5d3d5249759dd4d7e06cbb559a50b659fb
imagenette2-160/val/n02102040/n02102040_1151.JPEG,217,n02102040,English springer,dd08562ac7ef825f1db404ce513b0f8b359876fec82a1c6a11d421b961636d9b
imagenette2-160/val/n02102040/n02102040_1172.JPEG,217,n02102040,English springer,276024033dc12c0a6b09dbbea5673b6b9799b459c9b5d02c8c4e1af23cecc3b1
imagenette2-160/val/n02102040/n02102040_1200.JPEG,217,n02102040,English springer,2b2b6cfd7037f4560fb2d646c468d792abdf96c5652a46e56c101e0489403be5
imagenette2-160/val/n02102040/n02102040_1201.JPEG,217,n02102040,English springer,d0bc0bf77703c97e6f52932d3b280a9b04e9b158ad519b73c6e51d6e50341100
imagenette2-160/val/n02102040/n02102040_1230.JPEG,217,n02102040,English springer,63959384e0a69b6c3dbf664a70f0a35de48c7f231ab6a6daa2d7b0a89d6760e8
imagenette2-160/val/n02102040/n02102040_1292.JPEG,217,n02102040,English springer,05c8a58279639a92d125f0da05adecd1c68443118d649e2ddd70aa5aea921705
imagenette2-160/val/n02102040/n02102040_1300.JPEG,217,n02102040,English springer,a4544c7b200018265e7bd8cd40695742177d775d344a357b71166b0b50578edc
imagenette2-160/val/n02102040/n02102040_142.JPEG,217,n02102040,English springer,1bb3348978fe1e65435ae6d34f66c1f40eb99b26f3441b711c2cd619b5cd5815
imagenette2-160/val/n02102040/n02102040_1592.JPEG,217,n02102040,English springer,d8a4a7da10754b53c5196a4fe8754374173ddbc2b723ad76593b659e766dd0db
imagenette2-160/val/n02102040/n02102040_1620.JPEG,217,n02102040,English springer,fa60d305955bfa02d11694e4055c2c2cd494025b05e57d0e6cd482ece337fa2b
imagenette2-160/val/n02102040/n02102040_1720.JPEG,217,n02102040,English springer,d7eb7beb5cb983834f88678dbe0dc62b74f12bf5c47fb7d33f18cb9d1eb8047a
imagenette2-160/val/n02102040/n02102040_1760.JPEG,217,n02102040,English springer,58a3446360e50b356fd934fdcb00497f61ef23e12612d7c7cbe951cd2c8b1228
imagenette2-160/val/n02102040/n02102040_1770.JPEG,217,n02102040,English springer,1dd2d29a429071264508bb489ff6ccf62e91e6661897eb8167dbaf8acefdebfd
imagenette2-160/val/n02102040/n02102040_1781.JPEG,217,n02102040,English springer,d80ef4add69d1b056a1242cfd637f7541f54e5c34ea95d5dee926250cc81e2a7
imagenette2-160/val/n02102040/n02102040_1782.JPEG,217,n02102040,English springer,1581db6cd5500db712075739e57166858aef2b8ef2de80e70faa86775e918344
imagenette2-160/val/n02102040/n02102040_1961.JPEG,217,n02102040,English springer,7a04037e162aab6cdb773fc20462916d734822046de629b6cd0abfbaa05fd1b2
imagenette2-160/val/n02102040/n02102040_2051.JPEG,217,n02102040,English springer,383d2b3f426fac45955d1326f463441dfae0b0bef182a183fbe059e336bc9f2c
imagenette2-160/val/n02102040/n02102040_2142.JPEG,217,n02102040,English springer,18841a5eb8dc2210071498c0fc048ae3c3cb3670a0416d97439d9cfcc27ecc87
imagenette2-160/val/n02102040/n02102040_2280.JPEG,217,n02102040,English springer,b729474b1ff05bfbd05d3c5a1cca9670971266027596116153b8b8148eb8f1a5
imagenette2-160/val/n02102040/n02102040_2302.JPEG,217,n02102040,English springer,3254c017b6da585b9d14241195ed2dac4289c0e41dfb7fb6f0f3646f60ba376e
imagenette2-160/val/n02102040/n02102040_2340.JPEG,217,n02102040,English springer,359c92114e56574cf7357de0cee871e9f3b80de29960ec1d16a1b147c9d45d4e
imagenette2-160/val/n02102040/n02102040_2391.JPEG,217,n02102040,English springer,769e35d5522ed6463e90be524264eb1cc3b571c2961812a58e18011193ddbfa5
imagenette2-160/val/n02102040/n02102040_2762.JPEG,217,n02102040,English springer,ce25961483baafe2c8aa9dcb5043dfd977dc77e65f68d681793b9fb728c225dd
imagenette2-160/val/n02102040/n02102040_2852.JPEG,217,n02102040,English springer,14126c4b6f66d1579b6ca91657fb4e5f896dcc81b9a5b0e43e6e0bd88b83728d
imagenette2-160/val/n02102040/n02102040_2920.JPEG,217,n02102040,English springer,5e39c53460b6eceb7557b9169d227613a4932a99ffc163b86b430adbfa86335c
imagenette2-160/val/n02102040/n02102040_2941.JPEG,217,n02102040,English springer,cf2c7e0636ab8cfccf6b60aa176a759aef20d01546a585809a6e08483d9cf042
imagenette2-160/val/n02102040/n02102040_2951.JPEG,217,n02102040,English springer,ffea87610920832704bfb86c6bd93c62d52f4296bafc2b65963cd06b8d3c9ccc
imagenette2-160/val/n02102040/n02102040_2961.JPEG,217,n02102040,English springer,6d0742f9d4f5eee3cbcf8e63b63b16b2e4798a97281f53337b61974db143ad60
imagenette2-160/val/n02102040/n02102040_3012.JPEG,217,n02102040,English springer,b878fdc72c0f26249cd6684e20e493ab5e9f8325f3e9159a7911bfd09c45ea2c
imagenette2-160/val/n02102040/n02102040_3052.JPEG,217,n02102040,English springer,4bd3d3d188b89c24a20e0863fec844d7b4115499dc2236e9da6ee4bea10ecdda
imagenette2-160/val/n02102040/n02102040_3061.JPEG,217,n02102040,English springer,6d7cd3f8c6d8a4e59574c692a72ec2ea38a2e60bd91ceff1fd471301af2fc4b8
imagenette2-160/val/n02102040/n02102040_3141.JPEG,217,n02102040,English springer,4dfbf39b166d3d9b0ddc0bbf10f9a84b5ff201b566d72cf6772f636abadeb22b
imagenette2-160/val/n02102040/n02102040_3160.JPEG,217,n02102040,English springer,3ddca01d81cd24e530b78fedcaad455732b1058e9cde1a2da4ea0b875fb91d62
imagenette2-160/val/n02102040/n02102040_3180.JPEG,217,n02102040,English springer,109c6d8921647b309ee25e8eed680982009c59983b0eab196f18f8d69063db0b
imagenette2-160/val/n02102040/n02102040_3290.JPEG,217,n02102040,English springer,d69a2ee5f36b883f487b4245559c61767651b09738a27ac804bca61129f1641c
imagenette2-160/val/n02102040/n02102040_332.JPEG,217,n02102040,English springer,dcb49de152c947ab5f868437702f7df04a85bf4e78eee20446e06ed168491d5d
imagenette2-160/val/n02102040/n02102040_3420.JPEG,217,n02102040,English springer,24799e9b184066893c83d702aad72d6942331d6be01a1e0a564425969c2f7878
imagenette2-160/val/n02102040/n02102040_3450.JPEG,217,n02102040,English springer,6a11a12d06d0f1d6eb2147c38251e0724d348c4a928e63e36c8e5163bb377b75
imagenette2-160/val/n02102040/n02102040_3452.JPEG,217,n02102040,English springer,94d87adb18ae281d9ba65f8645f24e3bcb2a33a5b04230309c7811e9dbf423b1
imagenette2-160/val/n02102040/n02102040_3601.JPEG,217,n02102040,English springer,da04f6acfc827dfdddd7f17396963c2671a8c6bb10b1c51f7dbfb008135241bf
imagenette2-160/val/n02102040/n02102040_3640.JPEG,217,n02102040,English springer,c6dbfefbee36d362c266e3a5a9f359a1506cb6c753b64aaa326d09ba1252111a
imagenette2-160/val/n02102040/n02102040_390.JPEG,217,n02102040,English springer,3ae61f882b0592803a96be05fd4a8f2c0b7fd46522606a8161a168db5442fbd6
imagenette2-160/val/n02102040/n02102040_4020.JPEG,217,n02102040,English springer,b73a99d78dc287ff43e20c1ce927ac3b87c37aeee59b81a39a869ba7946182f5
imagenette2-160/val/n02102040/n02102040_4342.JPEG,217,n02102040,English springer,66cd3c9209889f2553410f7a0934a4a19b1904bee5d1fe55568d954d12dfa9b8
imagenette2-160/val/n02102040/n02102040_440.JPEG,217,n02102040,English springer,8e72f3fda79813fcee8b8fe036be533c739656d9b221ca2396da451463cb8489
imagenette2-160/val/n02102040/n02102040_4411.JPEG,217,n02102040,English springer,7b06ef4840306137ce4df7dfb0ceb6710fa8b835de8a25c7fe2042ef02c9411b
imagenette2-160/val/n02102040/n02102040_4670.JPEG,217,n02102040,English springer,7f1892fba5f94edf060a4a4072e797a552dcf98dd162d4eb43463c11e2d75d29
imagenette2-160/val/n02102040/n02102040_4702.JPEG,217,n02102040,English springer,ca4c3dc979f4b575fae41a3eba7711489af8bcd4f2442f8711bbf79120799522
imagenette2-160/val/n02102040/n02102040_4732.JPEG,217,n02102040,English springer,659bd38066bb1cbb46331fbca9740a90d4d2da4baea22b9261cd16fab21901c3
imagenette2-160/val/n02102040/n02102040_4960.JPEG,217,n02102040,English springer,04264c12d1e5d6db7e4c984e2a506b3862c0124dd744ba6720ef5b03fb3b7528
imagenette2-160/val/n02102040/n02102040_4972.JPEG,217,n02102040,English springer,f95ecc96f6ca2dae33c2a779a65a363a7c8b1569a7d4d60bb2209a46688ff506
imagenette2-160/val/n02102040/n02102040_5030.JPEG,217,n02102040,English springer,be6010b0832aa378bedd9686ab3505dfdbf8e424af91f6caf9f79dbe2ddf33e2
imagenette2-160/val/n02102040/n02102040_5060.JPEG,217,n02102040,English springer,a38da332392d439edc145b967c27b9f37a70dce55d98d0ca4e21be18ffa84eb1
imagenette2-160/val/n02102040/n02102040_5070.JPEG,217,n02102040,English springer,47b943ac6443606b3583ddc7ffaca681a30fd9dfdef4bc01355384ce904f003c
imagenette2-160/val/n02102040/n02102040_5091.JPEG,217,n02102040,English springer,0e17512e151c3ab6b6c9b0328d39748ad929cc79304439e2235776f68c0dec75
imagenette2-160/val/n02102040/n02102040_5390.JPEG,217,n02102040,English springer,e962ba6b58a894de1c4bed1e674190e5272e2f5d900ed90b0dbf8635524e9a20
imagenette2-160/val/n02102040/n02102040_5580.JPEG,217,n02102040,English springer,9d02d54942758b107129db73ddbc274cd4150fcabe51c1302d782aecbbec24c7
imagenette2-160/val/n02102040/n02102040_5681.JPEG,217,n02102040,English springer,b2a22a8de6849af1a13942e45c6f0bb61453eb51cdcc1107465308c0e0dfd2d2
imagenette2-160/val/n02102040/n02102040_571.JPEG,217,n02102040,English springer,361d10338c25d8f7fa07061a4dd923efff666e414abf32acc6eb3a63570d4ede
